0 	0.026073372 	0.011109341 	0.13817109 	0.22369577 	0.044155206 	5.7873091e-05 	1446.039 	1607011.7 	0 	0 	0
0.0016582915 	0.16381939 	0.017999382 	0.10568616 	0.18062943 	0.047528684 	2.0431938e-05 	1168.3196 	1603415.5 	4.9167447 	-3.8642201 	2.7332171
0.0033165829 	0.36949511 	0.018547251 	0.05632648 	0.10679008 	0.079556773 	1.2585303e-05 	1275.6375 	1591766.6 	0.73019932 	-2.5070788 	-85.518332
0.0049748744 	0.39274953 	0.018069507 	0.051132089 	0.09780113 	0.090792174 	1.3274216e-05 	1281.6002 	1602579.7 	7.1338394 	4.0258485 	-95.147734
0.0066331658 	0.39909806 	0.023778916 	0.048647154 	0.098299263 	0.10049324 	1.5230258e-05 	1347.1093 	1632077.5 	5.3647295 	7.7037088 	-33.016771
0.0082914573 	0.35382798 	0.031127572 	0.057224355 	0.11775044 	0.081631952 	1.2733202e-05 	1392.3251 	1638206.2 	-1.6973258 	2.6901676 	20.491697
0.0099497487 	0.2897629 	0.03261444 	0.072680974 	0.14221725 	0.060319794 	7.9230928e-06 	1400.2869 	1638158.5 	-6.6704811 	0.56914809 	29.484397
0.01160804 	0.20187199 	0.033814607 	0.094971195 	0.17500132 	0.035967026 	2.7894843e-06 	1461.2254 	1637802.2 	-10.748305 	0.020345347 	28.541254
0.013266332 	0.093689854 	0.035611933 	0.1217576 	0.21023861 	0.009237911 	1.2228533e-07 	1489.9704 	1636305.1 	-14.678891 	-0.51636328 	19.803241
0.014924623 	0.061295439 	0.0366071 	0.129303 	0.21853748 	0.0032184911 	1.3632848e-08 	1537.1327 	1635249.3 	-18.011665 	-0.47130173 	17.102572
0.016582915 	0.045201558 	0.036139491 	0.13352689 	0.22233691 	0.0023730928 	1.1033067e-06 	1574.0923 	1634242.4 	-22.741194 	-0.61594035 	18.465775
0.018241206 	0.031080297 	0.035614197 	0.13766038 	0.22607212 	0.0016757778 	5.0767127e-06 	1664.4953 	1633665.2 	-26.916356 	-0.42266838 	20.37848
0.019899497 	0.021963297 	0.037006717 	0.14003641 	0.22865112 	0.0013673967 	1.3239523e-05 	1724.8255 	1634080.6 	-26.517547 	0.35303296 	27.82795
